City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
252,Rebrikha,RU,2022-04-20 19:54:39,53.0733,82.3408,36.63,86,100,4.74
253,Gizo,SB,2022-04-20 19:54:40,-8.103,156.8419,81.75,79,76,7.07
254,Carolina,PR,2022-04-20 19:54:40,18.3808,-65.9574,86.72,62,40,20.71
255,Dariba,IN,2022-04-20 19:54:40,24.95,74.1333,87.37,22,99,16.49
256,Magdagachi,RU,2022-04-20 19:54:41,53.45,125.8,25.74,67,4,5.95
257,Sobolevo,RU,2022-04-20 19:54:41,54.4299,31.8996,46.33,79,100,18.1
258,Lamu,KE,2022-04-20 19:54:42,-2.2717,40.902,80.82,82,100,15.68
259,Kushmurun,KZ,2022-04-20 19:54:42,52.4503,64.6311,57.42,73,100,11.05
260,Tautira,PF,2022-04-20 19:54:43,-17.7333,-149.15,80.67,72,20,9.89
261,Warrington,GB,2022-04-20 19:54:43,53.3925,-2.5802,55.87,55,0,12.66
262,Monrovia,LR,2022-04-20 19:54:43,6.3005,-10.7969,78.57,80,91,10.65
263,Kande,TG,2022-04-20 19:54:44,9.9578,1.0447,84.9,53,73,4.09
264,Byron Bay,AU,2022-04-20 19:54:44,-28.65,153.6167,64.29,81,100,6.06
265,Guarapari,BR,2022-04-20 19:54:45,-20.6667,-40.4975,77.9,73,0,7.14
266,Kenai,US,2022-04-20 19:51:54,60.5544,-151.2583,46.02,45,0,4.61
267,Grindavik,IS,2022-04-20 19:54:45,63.8424,-22.4338,48.15,93,75,11.5
268,Wajir,KE,2022-04-20 19:54:46,1.7471,40.0573,78.91,78,100,24.34
269,Bressuire,FR,2022-04-20 19:54:46,46.9167,-0.5,53.19,84,100,5.21
270,Mont-De-Marsan,FR,2022-04-20 19:54:47,44.0,-0.6667,51.62,93,100,0.0
271,Vrtojba,SI,2022-04-20 19:54:47,45.9125,13.6342,53.44,72,10,3.44
272,San Pedro De Macoris,DO,2022-04-20 19:54:47,18.4616,-69.2972,77.13,69,95,11.23
273,Camacha,PT,2022-04-20 19:54:48,33.0833,-16.3333,58.42,67,75,17.27
274,Eureka,US,2022-04-20 19:53:21,40.8021,-124.1637,54.19,84,100,17.83
275,Hastings,GB,2022-04-20 19:55:48,50.8552,0.5729,53.78,65,100,14.07
276,Esteli,NI,2022-04-20 19:55:49,13.0919,-86.3538,87.55,22,31,4.52
277,Grootfontein,NA,2022-04-20 19:55:49,-19.5667,18.1167,53.17,82,61,1.14
278,Azua,DO,2022-04-20 19:55:50,18.4532,-70.7349,78.06,78,100,6.49
279,Saldanha,ZA,2022-04-20 19:55:50,-33.0117,17.9442,66.25,89,86,7.67
280,Tura,IN,2022-04-20 19:55:51,25.5198,90.2201,66.78,74,1,2.91
281,Berlevag,NO,2022-04-20 19:55:51,70.8578,29.0864,39.15,75,0,10.36
282,Mayo,US,2022-04-20 19:55:51,38.8876,-76.5119,63.66,40,0,5.99
283,Tabuk,PH,2022-04-20 19:55:52,17.4189,121.4443,71.82,90,0,3.22
284,Itarema,BR,2022-04-20 19:55:52,-2.9248,-39.9167,80.2,84,69,11.32
285,Ilulissat,GL,2022-04-20 19:55:53,69.2167,-51.1,9.46,76,2,8.3
286,Caluquembe,AO,2022-04-20 19:55:53,-13.7833,14.6833,60.84,87,99,1.86
287,Kerns,CH,2022-04-20 19:55:54,46.9009,8.2765,55.53,55,100,5.75
288,Sur,OM,2022-04-20 19:55:54,22.5667,59.5289,83.3,59,100,9.75
289,Kiyasovo,RU,2022-04-20 19:55:54,56.3491,53.1244,36.61,94,19,7.31
